,user_id,movie_id,rating
4347,309,333,3
41228,646,346,2
9318,378,196,4
9684,75,137,4
80459,838,70,4
82174,664,431,2
12976,46,327,4
79387,139,237,3
73464,472,252,4
93507,495,637,3
99029,913,288,2
32345,567,1131,4
63687,592,346,4
79636,843,206,3
83484,763,135,5
34656,193,1168,4
27386,391,659,4
82717,567,423,2
72755,880,625,4
85990,177,156,5
59871,642,165,4
12760,393,778,3
7809,227,276,4
40424,541,477,4
2869,308,634,4
96371,896,211,4
7730,246,840,4
90,8,338,4
93062,866,313,1
34245,21,243,2
40776,213,455,4
81449,414,313,4
78240,373,153,5
31399,502,338,4
31221,524,184,1
50153,222,393,4
42007,642,996,2
22547,322,196,4
73470,239,12,5
38949,436,762,4
98637,870,523,5
69841,913,430,2
97782,933,732,3
76288,672,284,4
49436,381,1,5
33748,347,471,4
38985,318,193,3
16766,60,507,4
17548,186,226,5
76018,784,315,4
52756,95,97,4
12193,63,412,3
78807,721,332,4
62203,886,781,4
31153,497,550,4
45341,484,392,4
1960,103,121,3
92574,825,932,3
43224,340,428,1
51506,468,95,4
37866,342,656,5
49281,732,300,4
52173,514,64,4
85333,13,825,1
87395,416,147,5
60459,622,41,3
95505,823,26,5
97285,870,12,4
89898,878,497,2
88273,911,211,3
24550,481,66,3
99963,429,199,5
57590,393,710,4
48529,312,137,3
83807,297,751,4
12080,375,684,4
83714,655,304,2
98829,504,371,3
76981,708,845,5
98248,919,877,3
76136,758,170,5
8953,135,33,3
4697,13,859,1
32688,372,333,5
64421,334,186,3
88643,513,258,4
74944,94,51,3
43278,66,763,4
5619,187,427,5
25659,370,607,5
35375,457,411,3
12045,262,318,5
75143,561,1229,1
30323,299,746,4
83287,932,516,5
12623,346,569,3
25500,76,7,4
39769,181,1152,2
18565,366,7,2
96845,932,513,5
86490,835,988,3
99991,676,538,4
85936,552,628,3
62785,768,151,2
21519,116,879,2
97872,805,406,1
39584,502,893,2
64033,875,171,5
29336,406,174,4
18594,7,418,4
99167,251,294,3
11945,201,57,4
18676,406,942,4
59271,846,648,5
26383,285,302,5
17022,234,634,4
11391,315,127,5
80523,347,421,2
51527,532,619,5
87868,447,202,3
320,222,77,4
52630,751,88,4
84621,758,713,3
18758,345,972,4
80611,273,307,2
20838,407,1118,4
66275,909,286,4
34672,280,126,3
32307,506,28,4
59854,189,1315,3
84949,905,319,2
21769,7,97,5
51431,398,588,4
21132,465,216,3
45602,386,323,4
50261,667,527,4
65269,600,771,3
24783,474,79,5
80605,528,204,5
78769,887,96,4
42301,621,41,4
17816,59,564,2
13642,399,527,3
64056,588,1074,5
84652,932,204,4
94532,864,143,4
3971,13,94,3
46697,568,603,5
34780,560,25,3
8559,374,591,4
45998,715,181,4
29298,524,527,5
39975,655,344,4
82102,907,83,5
86162,534,985,4
21620,463,24,3
4059,82,218,3
72194,442,227,3
84814,804,1025,4
34293,204,170,5
82453,786,173,4
45366,711,64,4
78192,379,526,4
62297,892,134,5
57854,682,17,3
17514,393,123,4
18214,363,215,3
48896,286,934,3
84499,892,195,5
11661,198,692,2
94086,10,707,5
64473,823,159,3
56583,804,87,4
95364,781,1500,5
46784,728,508,4
78673,826,420,3
20085,264,240,4
71283,67,756,3
13040,193,553,4
54429,213,582,4
80520,779,235,4
37321,184,1148,3
43095,654,313,5
85244,506,521,5
54614,576,50,4
65512,694,161,4
85478,293,284,2
4163,125,434,4
99531,782,342,2
59276,530,195,3
9714,6,183,4
28242,385,192,5
91757,393,769,4
32473,416,9,5
42601,618,192,5
13112,244,631,4
70920,523,954,5
10286,193,362,3
91147,751,204,4
84597,343,258,5
1625,195,1014,4
11523,387,208,3
47427,682,291,1
28367,488,662,4
19125,130,68,5
28021,7,27,4
24410,354,1194,4
71751,788,726,4
19974,394,423,5
87058,815,1204,5
65423,537,274,2
39685,489,308,4
73878,721,991,3
12172,320,1081,4
38661,497,651,4
22912,59,232,3
46971,665,194,3
15043,294,751,4
92600,691,79,5
70899,768,25,4
66435,833,1154,4
7589,345,251,5
44378,393,696,4
66745,416,1011,4
67998,940,289,3
13998,160,447,4
15229,363,350,1
69661,880,173,3
69517,742,7,3
80041,573,423,3
92914,417,549,3
48276,543,157,3
62804,681,690,4
71425,776,187,4
98291,712,419,3
65016,733,149,4
64854,896,133,2
44234,405,1070,1
64266,181,1011,1
82483,741,79,4
79145,535,144,3
47536,654,468,4
82816,921,304,2
32406,497,810,3
36357,13,328,3
76651,770,988,3
53124,495,472,5
14644,85,268,4
14732,399,127,2
12785,250,748,2
70451,452,82,3
90856,846,182,5
85757,913,227,1
54858,610,50,4
47113,342,98,3
68575,903,521,5
79473,417,212,1
28093,87,502,5
65942,857,348,1
14533,112,303,4
52398,758,826,3
40768,504,1444,3
23443,434,121,4
97791,588,56,4
80631,707,111,4
43084,650,77,3
34553,537,60,3
25213,385,1159,4
22508,406,275,3
66461,847,732,4
7459,333,739,5
58291,827,268,4
6720,103,300,3
98649,358,1396,4
91232,864,235,5
44393,569,473,4
14674,256,722,3
27192,303,550,3
61655,774,77,1
9672,328,218,4
40148,26,313,5
81057,894,315,4
81146,568,1125,4
86046,102,2,2
44960,60,215,4
25298,493,925,3
46198,7,402,5
57972,470,181,4
17900,58,1103,5
66392,833,72,2
46201,712,1119,4
37038,320,760,3
8431,256,49,4
28138,379,527,3
39801,504,543,4
9128,69,748,2
7044,232,215,3
18277,330,174,5
98260,94,1101,3
57244,694,468,4
4166,327,230,4
22835,128,328,2
14354,76,23,5
58087,340,180,3
36476,385,1154,5
7277,326,528,3
65013,828,1005,3
60775,880,791,2
45968,659,675,4
32319,94,797,2
7975,131,1,4
55478,799,45,4
92697,936,1,4
37774,446,301,3
93064,881,225,2
39128,497,95,4
65802,748,186,5
30310,332,328,5
24552,435,943,3
97986,262,269,3
35066,533,229,4
51709,527,671,5
36076,235,692,4
50085,408,1296,4
61425,215,226,4
27099,52,588,4
33643,541,239,4
67893,882,235,3
8528,207,188,3
79648,801,328,5
9071,321,143,3
47844,201,473,3
77228,276,248,4
22448,393,81,2
99993,913,209,2
25333,508,238,4
99649,897,174,5
13760,203,151,4
73003,538,172,4
4852,58,42,4
10586,276,436,4
26734,102,501,2
48990,344,118,3
89541,933,232,1
873,254,357,3
78572,893,1245,2
50751,650,99,4
30016,244,246,5
50609,730,748,4
98244,798,15,4
80320,778,69,2
27094,235,701,4
49340,621,391,3
16589,183,331,3
13684,303,591,4
28041,472,288,5
22833,84,111,4
84666,886,176,4
88296,881,215,3
94550,864,117,4
13994,243,173,3
70759,94,208,4
78885,867,655,4
45949,474,527,5
81448,751,631,5
78314,716,73,4
36654,618,237,4
14985,257,949,3
11257,293,181,3
30722,474,1050,4
76784,645,174,4
7377,13,137,5
76532,550,271,5
22018,189,196,5
35884,184,644,4
68466,158,978,3
33607,488,100,2
15926,128,265,5
36912,44,90,2
39022,543,88,4
90960,13,778,3
94186,39,319,4
34970,299,1223,3
22464,482,321,3
97049,627,518,4
36640,582,222,4
5422,339,30,3
39681,566,213,5
68347,865,845,1
30122,189,238,5
98090,733,924,4
31148,385,900,4
18896,158,235,1
82924,541,812,3
99852,848,216,5
57205,763,629,5
9400,291,174,5
66529,796,321,2
52170,630,100,3
2697,84,528,5
74636,648,452,3
35670,56,386,3
12703,290,22,5
76397,425,443,2
42372,165,260,3
29266,269,931,1
46928,121,135,5
19451,450,1036,2
98356,868,186,2
514,11,732,3
29234,457,15,4
14123,401,322,2
65422,705,685,5
78513,342,488,5
97363,909,707,5
54604,796,488,2
81278,741,1016,3
50540,633,117,3
41435,608,506,4
84349,749,196,4
4198,293,87,4
68184,541,254,3
28824,141,279,1
61632,747,481,5
17441,320,895,4
29846,504,50,3
82769,23,603,4
62271,774,56,2
13859,206,314,1
11274,201,847,2
69523,889,820,2
91004,880,234,5
63267,818,322,2
9022,56,179,3
11314,378,546,2
17941,308,191,4
5258,96,484,5
53023,593,761,2
73454,246,651,4
54867,746,157,4
20052,288,346,5
53152,592,678,2
93821,922,200,3
81484,738,313,5
33460,472,123,4
42404,537,959,3
44615,530,582,4
6083,198,188,5
20863,472,168,5
80688,870,65,3
59544,357,322,3
92428,807,417,3
75278,615,387,3
83612,937,286,4
27068,223,591,3
54898,184,1297,2
8251,303,257,4
42199,94,501,4
83045,627,576,3
25381,483,462,3
41671,662,291,2
31511,339,415,3
55385,632,432,3
95305,629,241,5
63141,75,1152,1
61088,328,302,4
91913,582,117,3
80557,727,739,4
30908,537,661,4
84311,655,157,3
6236,295,1040,2
7051,117,751,5
94958,393,575,2
15734,73,1073,4
1072,121,180,3
14668,336,1059,3
82053,265,975,4
46171,256,988,4
56477,49,8,3
15764,1,196,5
56377,487,572,1
63098,869,312,2
96605,804,40,3
32876,416,1217,4
89499,886,772,1
29084,313,655,4
71196,543,318,3
87804,622,1419,2
31878,517,283,4
204,56,755,3
77023,450,76,3
17634,321,607,4
8038,373,724,5
31609,63,676,3
82681,416,269,4
5316,74,126,3
75088,456,550,2
84285,883,183,5
79246,805,1101,5
96861,389,347,4
72744,519,1238,5
18385,3,264,2
97007,409,178,5
39725,433,303,4
40106,92,383,1
3625,221,250,5
22059,332,298,4
4912,160,126,3
82135,771,86,5
76227,426,968,3
20058,367,234,4
89804,843,229,3
79857,416,510,4
81224,405,1564,1
86626,551,210,4
98745,940,1137,3
47291,222,571,2
25365,493,411,1
17042,385,325,4
76285,939,993,4
36148,523,9,4
7454,43,1053,3
40254,648,133,4
87721,888,280,3
10858,223,321,1
84058,882,95,4
79153,405,54,2
34585,87,510,5
64122,846,540,2
27801,130,929,4
28803,387,156,5
78729,506,177,5
147,305,427,5
42468,97,195,5
81927,655,359,3
58640,379,141,4
36665,380,1113,4
7810,157,298,4
44433,398,73,3
93097,846,1221,3
66496,705,210,5
98762,535,638,4
91800,926,272,5
70402,844,1039,4
98038,840,198,3
45944,536,71,5
55468,291,84,3
88845,95,392,3
69700,914,155,5
7924,151,675,2
97109,749,155,2
3766,155,321,4
31978,279,81,4
27132,493,175,4
17579,301,194,4
45577,660,50,4
7504,200,82,5
47318,650,234,4
10347,314,282,5
63313,880,1284,4
85290,823,238,5
48957,326,127,1
67310,499,527,5
16748,299,173,5
64182,807,374,3
66277,908,98,5
97985,790,597,3
79691,847,527,2
12422,393,596,4
91292,922,204,3
43040,84,87,5
77453,757,230,4
53935,221,94,3
6625,164,125,5
54342,721,1296,3
74473,840,121,2
12224,63,106,2
22535,7,660,5
94709,889,1553,3
12909,401,199,3
50199,495,523,5
49590,479,89,4
21827,151,476,3
564,305,71,3
21349,429,282,3
84432,470,874,3
25237,5,229,2
98874,931,900,4
53025,670,232,3
63894,524,1041,2
90702,719,294,2
96822,900,9,2
95449,814,436,3
72109,617,453,1
8386,181,276,2
4340,13,820,4
87077,471,71,3
46702,724,342,3
7870,130,1228,3
88762,910,313,4
39269,625,602,3
83192,802,98,4
41087,623,88,4
80205,721,292,3
86297,524,13,4
88558,885,100,3
66914,352,431,2
31439,64,425,4
70262,862,480,5
37173,94,281,3
44626,506,241,2
39667,128,483,5
72279,730,875,2
70728,766,613,3
15371,297,204,3
71968,666,196,3
91853,727,1615,1
81439,94,159,3
52728,614,841,2
34072,551,1267,4
88797,806,628,3
19459,409,325,4
95169,653,1231,2
99522,932,606,4
10701,135,504,4
36365,621,107,4
10440,271,294,2
69482,870,10,4
63497,416,38,3
15125,405,1555,1
27215,327,428,4
10352,280,95,5
11892,16,603,5
94881,15,225,3
35648,50,1010,5
46204,593,241,5
41918,615,22,4
54132,189,4,5
43609,669,23,4
76692,715,257,4
36423,393,29,4
49006,507,257,5
26125,505,468,4
95106,706,323,4
3678,247,751,3
56563,13,806,5
38875,395,97,5
81382,872,826,3
28417,537,504,3
88685,878,1041,1
78381,880,742,4
90668,908,79,4
39292,629,1109,4
95742,821,597,3
11841,159,471,4
52329,547,315,4
25788,400,749,4
86402,643,176,5
22009,301,94,4
55610,807,193,4
95165,889,1022,4
37477,421,672,3
69341,661,135,5
39399,18,736,4
39130,561,241,2
72477,592,1258,1
46953,113,289,2
79609,839,121,3
15473,250,1137,5
2085,104,411,1
40268,653,1210,2
70416,463,749,3
8867,7,505,3
48764,455,382,3
62678,660,405,2
10670,151,732,4
12840,244,290,3
50492,279,671,2
12293,342,4,4
84451,826,1231,3
22067,334,1313,4
70729,486,1137,5
74,194,165,4
1568,26,685,3
67207,924,127,3
41233,555,288,3
44038,279,480,3
87047,637,300,3
54651,226,509,4
86940,854,799,3
15533,201,551,1
49475,587,316,4
55958,716,111,4
13280,269,120,1
32338,493,265,5
68890,472,366,4
52387,308,382,4
79093,655,391,2
89291,698,385,4
75847,611,882,4
58536,437,432,3
57582,795,200,3
92183,943,569,2
84768,710,92,3
41130,642,240,3
34054,200,527,4
98585,826,62,4
95630,721,1,5
11507,299,333,4
92542,537,284,3
16874,234,484,5
91764,179,347,3
1925,49,334,4
39586,298,143,5
71870,625,423,4
50183,654,169,5
71801,840,300,3
68115,479,480,5
66100,903,708,4
71825,607,494,5
43763,629,660,5
2898,28,7,5
15414,201,385,2
59097,867,660,4
44350,63,25,4
50845,30,313,5
22655,291,5,5
52323,648,510,5
48982,648,403,4
44120,457,203,4
33854,286,339,5
46674,498,425,2
5652,242,934,5
4522,246,294,2
50781,726,819,3
99881,669,479,5
39870,312,175,3
69128,10,518,4
935,222,53,5
83298,834,751,3
47250,466,182,4
43875,426,135,3
10014,181,846,3
65830,795,826,3
75362,344,1020,5
71782,927,421,4
57164,843,665,3
93273,339,143,5
87594,62,275,4
28625,8,684,4
2043,201,403,3
13346,175,215,5
35405,580,300,3
68195,851,892,2
7533,345,1315,3
44728,666,474,5
31127,214,705,4
49823,100,294,4
40185,279,679,4
54547,658,32,3
71551,174,951,1
358,286,237,2
71323,406,558,3
62963,845,272,3
36829,151,381,5
15951,313,498,5
83897,405,35,2
965,186,250,1
21782,263,300,3
14789,393,690,4
82058,796,391,4
94888,621,926,3
42141,622,568,4
10189,278,22,5
44901,618,356,2
63587,766,568,2
10485,180,156,5
4293,235,100,4
84388,745,168,3
69746,643,659,5
36395,497,187,5
85524,454,604,3
88999,877,173,4
95692,293,501,4
37711,543,96,4
8023,334,436,3
70767,429,234,4
83809,770,936,5
94972,14,663,5
47857,10,708,4
70940,747,416,5
42522,301,735,2
16712,438,476,5
28259,450,158,3
38424,13,355,3
73783,804,123,4
12612,368,17,5
13326,15,7,1
932,287,926,4
18657,450,1160,5
2402,11,660,3
7915,254,174,5
51624,782,1600,3
65383,660,430,4
79435,650,177,2
43118,207,92,2
4845,151,300,4
71575,867,168,4
43108,378,86,4
82429,870,182,5
67135,593,288,4
19884,384,347,4
10940,276,420,4
3134,244,31,4
29713,399,48,3
81031,280,423,5
27589,466,315,5
54511,320,732,3
40033,399,542,3
60162,629,331,3
89715,877,692,4
66711,59,182,5
58691,534,477,3
47589,738,367,3
36569,125,367,4
55327,747,28,4
17961,417,47,3
42431,522,179,5
22691,115,4,4
660,246,409,2
18909,361,435,5
97422,786,100,4
56814,560,1405,4
6626,276,230,4
75655,938,840,2
23642,56,158,3
65644,497,553,2
22513,317,264,4
96316,515,895,4
62836,660,385,3
56312,1,48,5
29441,100,874,1
19913,56,64,5
36036,488,172,3
14545,44,214,5
98635,405,1475,1
75231,899,746,4
13612,222,240,2
98140,912,616,3
87762,843,230,3
54257,606,99,4
66113,397,665,3
84395,647,82,4
77938,291,747,4
54645,7,433,5
207,92,77,3
34625,376,11,4
17119,230,97,5
91179,539,56,2
13751,388,147,4
33093,286,396,4
50627,456,46,3
66865,919,887,3
48248,496,56,5
9869,95,554,3
14887,372,77,5
37622,587,272,5
45299,190,508,3
29261,178,265,5
40864,399,399,3
35136,23,185,4
94981,802,266,3
239,91,323,2
54282,642,313,5
92327,195,109,3
84799,712,40,5
79112,398,100,3
87549,809,319,3
31541,305,793,5
24313,389,514,5
44108,184,715,4
68686,537,1400,2
82992,593,283,4
56662,476,1180,3
98422,943,672,5
21188,383,272,3
36170,198,923,3
42212,393,1181,3
27354,373,66,4
67671,833,7,3
6563,82,518,4
62119,889,160,4
11701,383,464,4
83336,796,769,4
77123,875,654,4
50644,465,1,4
67995,319,358,3
87191,758,1292,1
28649,130,79,5
47933,608,136,3
67596,401,428,4
41476,614,476,3
91828,805,338,1
38902,481,190,5
10539,128,1,4
82596,399,328,4
21239,354,7,4
22499,456,447,3
68361,345,385,3
46643,600,241,5
47590,694,48,4
97325,874,285,4
38524,618,282,3
99971,661,762,2
20419,18,403,3
70144,122,57,2
74947,897,660,4
17201,160,23,5
26518,314,1041,4
17264,342,928,3
39999,272,175,5
93994,886,631,4
39104,122,1044,5
17211,200,771,4
42755,435,68,4
11514,276,1089,2
55911,432,93,2
75090,462,539,3
8156,59,102,2
94822,579,4,2
74433,677,109,1
43570,658,433,4
40120,271,405,2
94240,904,255,5
4267,338,494,3
32258,276,241,4
28579,236,275,3
71004,503,489,4
70817,592,343,3
21597,371,234,5
29081,201,1070,5
2030,319,313,5
47488,671,298,4
31014,516,628,4
92858,709,379,3
69048,864,250,3
22566,464,358,3
32478,464,294,4
78754,804,358,3
68174,482,245,4
43521,387,107,3
70908,314,38,5
66062,885,65,2
41869,551,230,5
57831,730,117,3
54731,617,183,4
7898,200,205,4
26140,394,84,4
40322,440,313,4
76641,659,43,4
53677,57,471,4
73686,417,743,2
17664,262,393,2
37967,497,114,4
3663,13,840,3
29315,416,70,5
61106,752,258,3
20644,346,92,4
63495,598,347,3
55995,836,268,3
68645,677,1049,3
23474,198,215,4
62546,638,195,4
19641,215,179,4
50502,533,823,4
3527,293,484,5
19263,62,14,4
42517,136,9,5
67910,890,427,5
75992,754,282,4
16108,18,775,3
84828,666,443,4
3250,232,705,5
38251,541,1035,3
60551,59,655,5
55174,560,321,3
55972,706,118,3
34438,479,195,4
58541,445,644,3
22716,454,607,2
46271,664,513,4
4581,206,362,1
41802,455,471,4
96286,757,95,4
19848,59,227,3
42850,654,746,3
78274,279,269,4
15408,82,671,1
17919,269,716,4
33040,70,230,4
74761,297,196,4
58359,707,956,5
31344,406,357,4
98579,766,712,3
56188,776,511,5
95858,892,204,4
96681,655,1245,3
8622,312,241,3
2245,99,181,5
75050,627,591,3
23473,416,105,2
44405,56,443,4
61823,325,1018,3
87289,880,369,1
1927,161,162,2
73921,191,315,5
30764,346,496,5
37873,630,476,5
12867,276,14,4
48959,445,818,1
24811,90,485,5
96875,923,1,3
47828,188,928,3
44545,506,224,1
17297,1,190,5
94289,892,480,4
11389,50,123,4
51889,650,523,3
98787,457,451,4
15983,387,227,4
97596,392,528,5
83140,851,984,3
43003,200,924,5
30237,452,614,3
78926,805,235,2
62900,782,266,1
84453,868,556,3
5829,250,44,4
55528,692,204,5
69124,864,1,5
11643,222,746,5
99714,881,732,5
47059,567,521,3
34084,303,715,4
16042,262,332,3
50209,523,477,3
879,256,443,3
29362,408,358,4
79330,332,147,4
9039,315,211,4
85616,571,69,2
36845,478,237,5
72039,835,185,4
98410,934,96,4
5362,95,378,4
44990,655,271,3
47671,653,214,3
60851,774,373,2
90584,642,812,4
22693,472,118,4
39103,65,15,5
62823,487,289,2
74159,893,172,5
88407,846,380,3
64509,758,414,4
34326,523,285,5
78269,200,288,5
55702,79,283,4
34721,416,1226,3
44690,618,123,2
9787,344,1007,4
96448,658,235,2
46294,425,750,2
45407,6,79,3
56025,455,549,4
20114,407,179,3
67859,90,511,5
90530,916,535,3
17861,132,154,4
5912,197,328,4
46708,453,12,5
56127,665,620,3
39663,474,499,5
28303,389,131,3
45184,426,23,4
56093,387,68,4
92381,908,172,3
8811,199,678,1
84079,639,283,4
1020,96,87,4
36109,577,932,3
8367,75,108,4
34889,388,569,5
41030,253,153,3
56794,688,1234,5
41769,268,1073,4
96192,760,845,5
31218,193,476,2
65621,642,102,5
90943,883,863,3
40959,643,443,4
40395,85,582,4
97289,399,47,3
27065,205,1025,1
63438,774,774,1
10004,64,202,4
60238,184,56,3
71112,280,866,3
10885,393,126,4
52797,458,514,5
73090,268,61,4
70070,798,769,2
81543,311,241,3
46028,686,79,4
93709,618,148,3
4344,102,559,3
63983,870,52,2
40933,313,215,4
81423,189,28,4
27842,450,792,4
29841,508,436,4
97616,245,717,4
27917,198,121,3
88931,751,213,5
5932,151,709,5
34960,518,595,3
69858,394,651,4
691,181,121,4
91535,826,82,3
58029,21,444,3
13794,373,842,3
48811,682,9,3
40260,58,255,4
75357,814,17,3
78446,758,352,4
69929,303,401,3
67856,792,1,4
65066,879,763,5
29730,332,824,3
17490,348,476,4
6291,52,116,4
95396,901,211,4
34823,284,750,3
46391,346,64,4
16609,92,226,3
23808,479,528,4
55656,373,418,5
71361,447,228,4
54711,554,405,4
71532,790,68,3
37381,271,461,5
76072,847,1204,3
3370,174,1014,3
7300,184,665,2
27267,459,222,4
60233,528,541,3
506,63,289,2
54338,307,1065,3
30123,197,230,4
30593,532,586,4
36758,371,357,5
91827,804,167,3
55194,429,655,3
63762,776,635,4
91549,560,275,4
22773,196,257,2
46154,682,742,3
6451,286,234,3
26164,125,790,4
56364,698,1299,2
97282,561,1210,1
46852,246,1188,3
82214,773,109,4
22550,222,367,2
46806,563,118,4
97776,748,1,4
3552,133,258,5
48816,342,487,5
23823,393,417,3
6420,330,447,4
28331,344,459,4
76480,521,833,2
94900,505,300,4
50102,386,825,4
71339,763,625,4
9801,174,862,1
19951,270,77,2
4782,82,275,2
22165,387,233,3
82762,880,70,4
78348,862,143,5
80867,705,419,3
73505,671,686,3
38469,246,576,1
25099,13,855,4
46049,7,625,3
75482,635,874,3
90267,786,484,4
25761,160,273,5
92933,833,179,5
36182,291,369,3
29687,454,210,4
51443,788,723,3
18398,215,357,4
39144,465,478,4
2232,141,274,5
27345,354,272,3
67488,250,9,2
82659,514,265,4
41266,55,79,5
68370,665,274,3
88574,664,522,3
93204,751,227,4
81262,886,726,1
46207,565,970,4
1541,214,302,4
86457,786,504,4
17669,64,70,5
98571,749,204,4
35771,606,96,5
48586,669,902,2
52024,635,255,4
91979,862,132,5
65452,916,160,3
62009,788,56,3
83645,65,66,3
49099,496,186,4
31303,561,151,2
16932,409,664,4
12195,18,629,3
94740,683,331,2
34770,514,210,5
93477,609,750,4
75900,919,112,3
93685,192,111,2
97740,393,1419,3
75224,906,15,3
92909,460,283,3
49229,633,121,3
76712,913,79,4
83791,787,1671,1
38218,421,12,5
55253,454,724,3
75404,887,477,1
2267,194,82,2
45317,293,192,5
42025,660,17,1
65672,504,307,4
54765,804,609,3
91420,267,1035,4
53658,753,515,5
25400,316,185,2
91724,267,265,5
3637,94,467,4
16346,398,501,3
88453,567,197,5
69865,294,840,3
61187,754,595,2
62782,751,1078,3
65440,262,66,3
61545,145,821,3
77631,694,163,4
62464,303,554,2
14766,268,732,3
61891,354,305,4
40011,417,364,3
39041,331,221,4
22417,54,25,4
27670,286,737,4
92479,705,173,2
2896,318,476,4
75511,540,257,4
50117,738,210,5
65409,817,328,4
66444,772,310,4
2097,291,471,4
36175,580,329,3
3719,83,543,2
57979,793,150,4
88167,738,271,3
66883,339,200,5
59552,830,183,4
47949,266,319,2
89533,847,13,3
25810,378,501,4
49641,708,847,3
81678,279,284,1
87768,709,98,4
19877,221,33,4
42203,181,412,2
24900,7,229,3
36108,588,258,4
28375,230,1,5
97463,734,498,4
63578,774,528,4
3854,119,269,3
11070,95,64,5
19597,28,800,4
35297,559,4,4
20473,269,425,5
4064,56,174,5
40674,373,746,4
13233,378,88,4
4261,198,249,2
5653,69,1134,5
807,90,22,4
18399,18,705,3
70722,741,781,4
66620,886,824,4
4986,254,384,1
26145,360,748,2
82119,198,89,5
36740,385,200,3
64021,561,780,1
51575,250,418,5
32564,520,274,3
70505,934,315,4
30768,265,240,3
85306,560,201,3
19449,65,216,4
3036,305,87,1
10888,250,324,2
46274,416,686,5
93679,796,371,5
75277,500,1048,3
79676,758,168,5
20144,327,1019,3
12482,387,82,4
47812,497,373,4
29225,474,237,4
62321,712,1053,4
40396,354,81,3
8577,304,682,3
31676,90,650,5
94163,451,885,1
99106,764,106,2
79865,650,447,3
88459,659,357,4
29440,450,208,5
94960,655,153,2
44782,200,582,4
54570,342,262,2
14028,294,125,3
40806,268,574,2
38434,405,75,2
14723,381,97,4
8989,358,1529,3
29867,343,231,5
62683,484,449,4
64475,557,197,5
72078,902,515,5
36690,378,796,2
57360,119,89,4
28347,181,760,1
84490,409,134,5
11614,255,259,3
44297,653,967,2
43703,626,988,1
52996,532,269,4
57094,664,154,5
33840,592,323,1
32091,467,276,5
49546,495,431,5
90050,883,785,3
97766,290,378,3
81641,894,61,4
7537,334,693,3
74705,903,186,5
70800,896,15,3
32904,473,137,4
10425,311,946,4
28342,305,223,4
58483,405,60,1
14405,23,143,3
42616,613,64,5
81067,886,202,3
31477,118,396,5
35604,181,1054,2
60044,565,165,4
19735,450,583,4
55899,496,484,3
60232,195,748,2
28192,276,763,3
39596,379,563,2
48776,566,161,4
69091,648,1030,2
92174,561,531,1
71862,927,79,3
7766,214,236,5
15812,295,159,4
3595,59,549,4
84407,896,1351,2
22083,177,806,4
15136,227,475,4
52497,321,86,4
86387,665,456,4
32224,301,568,4
24397,175,234,5
8845,89,949,3
47656,618,195,3
89204,913,346,3
27402,473,293,4
29272,13,339,3
94879,440,304,5
50208,585,584,3
56580,669,348,1
63699,881,118,4
88980,318,423,5
87253,387,173,4
90364,796,8,5
22101,484,195,5
27956,320,79,4
50262,360,661,5
44451,707,663,4
10075,113,322,3
28501,409,496,5
30583,349,15,4
86900,833,64,3
44714,711,421,4
91735,756,151,4
1606,90,507,5
90495,453,67,4
72244,606,50,5
50107,294,1089,2
52711,616,322,4
94174,897,649,3
97096,805,1105,2
5283,108,125,3
17887,42,95,5
65922,620,760,3
84634,716,949,3
70495,831,12,5
34276,94,670,3
83538,878,88,4
62604,445,1143,4
66484,711,542,1
48535,506,461,2
54821,360,1039,5
23183,298,527,5
36613,590,864,1
37588,13,639,3
83101,697,287,4
49078,63,473,2
8905,363,433,4
60345,424,1084,5
36856,527,59,5
5627,99,203,4
90049,805,258,3
88286,618,416,4
92485,934,82,4
54347,436,763,4
21851,97,189,4
65913,922,371,3
81694,233,660,5
48591,178,180,3
5856,311,367,3
65962,923,333,5
76435,417,779,2
86564,224,570,4
79122,878,213,3
36449,608,609,5
14402,268,761,1
4909,84,289,5
14765,268,568,3
66319,592,467,5
35092,618,185,5
66013,896,562,2
94540,542,72,3
19771,90,155,5
86630,781,69,3
68599,854,134,4
87969,826,426,2
21161,460,20,4
36540,411,181,5
90596,894,268,3
24589,331,124,4
99777,532,425,4
57369,381,294,5
87317,840,499,4
81592,922,476,1
22867,463,103,1
56557,72,684,4
20657,379,517,4
60064,782,1025,2
57334,734,604,4
76964,618,679,1
57251,547,313,5
65489,907,591,5
5554,144,1169,4
14592,13,659,3
55289,452,7,5
63410,825,515,4
40610,588,282,5
17127,198,203,3
80438,917,278,3
66931,707,93,5
32107,398,229,3
92974,936,866,2
9923,141,405,3
61537,695,991,5
34011,569,50,5
87519,620,112,4
61783,779,300,3
89932,690,636,4
72286,843,56,3
54147,489,1280,3
95972,671,1303,3
74050,569,325,1
89480,306,289,3
87595,782,1143,2
87647,639,714,2
16077,16,602,5
69815,756,742,3
69002,561,1039,3
26379,436,288,4
74717,810,243,4
29539,466,651,3
75237,758,687,3
45470,591,100,5
50866,407,235,4
36229,622,993,4
58344,158,175,4
33627,548,235,3
35863,475,313,2
15378,276,665,3
83552,749,748,3
68079,453,85,3
55049,85,924,1
47867,632,181,5
39507,642,966,5
80558,671,570,3
76572,932,657,5
97120,738,655,3
84053,383,286,5
23364,433,657,5
4967,40,754,4
10933,262,778,4
59865,771,71,5
12918,379,480,5
35343,619,245,4
23784,133,272,5
15480,237,502,4
41903,464,603,5
